Type,Item Group Name,Item Name,Item Code,Position Strategy Allocation,Item Phase,Inventory Type,Stock In,Warehouse,Zone,Intake Date,Batch No.,Instrction/Process No,Process Name,Outturn No,Grower Marks,Stock In Day(s),Bags,Pockets,Units,Packing Type,Qty.,UOM,Blocked,LB No.,Block Against Collateral/STI,SO No.,PO No.,Supplier,Supplier Address,Certification,Outturn / Factor	,Warrant No
WH,WASHED ARABICA,BELOW SCREEN 17,BELOW SCREEN 17,POST 16 FAQ,Finished Good,2024 / 2025,32,KAHAWA BORA WAREHOUSE,P-07-1,27-SEP-2025,RG-00191-BELOW SCREEN 17,,,RG-00191,,32,65,29.10,66,60 KG JUTE BAG,3929.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 17,BELOW SCREEN 17,POST 16 FAQ,Finished Good,2024 / 2025,7,KAHAWA BORA WAREHOUSE,P-10-1,22-OCT-2025,RG-00222-BELOW SCREEN 17,,,RG-00222,,7,45,46.60,46,60 KG JUTE BAG,2746.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,REJECTS L,Finished Good,2019 / 2020,43,KAHAWA BORA WAREHOUSE,M-07-1,16-SEP-2025,2019/2020-BB-KCL-S-017-REJECT,,,,Bulk Balances,43,1,19.30,2,60 KG JUTE BAG,79.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,AA - FAQ,Finished Good,2022 / 2023,43,KAHAWA BORA WAREHOUSE,M-05-1,16-SEP-2025,2022/2023-BB-SSGP-84389-1,,,,Bulk Balances,43,0,28.20,1,60 KG JUTE BAG,28.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,ABC - FAQ,Finished Good,2023 / 2024,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2023/2024-BB-BULK SSKE-92536,,,,Bulk Balances,92,0,17.80,1,60 KG JUTE BAG,17.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,Specialty - Washed,Finished Good,2023 / 2024,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2023/2024-BB-SSGP-93314-1,,,,Bulk Balances,92,0,16.80,1,60 KG JUTE BAG,16.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,AA - Top,Finished Good,2023 / 2024,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2023/2024-BB-SSGP-93467-4,,,,Bulk Balances,92,0,49.80,1,60 KG JUTE BAG,49.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,AA - Top,Finished Good,2023 / 2024,43,KAHAWA BORA WAREHOUSE,M-07-1,16-SEP-2025,2023/2024-BB-SSGP-92564-9,,,,Bulk Balances,43,2,35.90,3,60 KG JUTE BAG,155.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,AB - FAQ,Finished Good,2024 / 2025,119,KAHAWA BORA WAREHOUSE,A-06-1,02-JUL-2025,2024/2025-BB-BULK-00128,,,,Bulk Balances,119,0,45.80,1,60 KG JUTE BAG,45.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,Specialty - Washed,Finished Good,2024 / 2025,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2024/2025-BB-SSGP-93434-5,,,,Bulk Balances,92,1,2.80,2,60 KG JUTE BAG,62.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,AA - FAQ,Finished Good,2024 / 2025,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2024/2025-BB-SSKE-90144,,,,Bulk Balances,92,3,59.60,4,60 KG JUTE BAG,239.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,AB - Plus,Finished Good,2024 / 2025,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2024/2025-BB-SSKE-92178,,,,Bulk Balances,92,4,48.20,5,60 KG JUTE BAG,288.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances,Bulk Balances,Mbunis,Finished Good,2024 / 2025,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2024/2025-BB-SSKE-95777,,,,Bulk Balances,92,1,8.90,2,60 KG JUTE BAG,68.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances - DS,Bulk Balances - DS,AB - Plus,Finished Good,2021 / 2022,92,KAHAWA BORA WAREHOUSE,A-06-1,29-JUL-2025,2021/2022-DS-BB-SSGP-80790-6 (SPKE-67265),,,,Bulk Balances - DS,92,0,52.80,1,60 KG JUTE BAG,52.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances - DS,Bulk Balances - DS,Specialty - Washed,Finished Good,2021 / 2022,43,KAHAWA BORA WAREHOUSE,M-05-1,16-SEP-2025,2021/2022-DS-BB-SSGP-80790-7 (SPKE-67266),,,,Bulk Balances - DS,43,1,1.20,1,60 KG JUTE BAG,61.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,Bulk Balances - DS,Bulk Balances - DS,Specialty - Natural,Finished Good,2022 / 2023,35,KAHAWA BORA WAREHOUSE,M-07-1,24-SEP-2025,2022/2023-DS-BB-SSGP-85617-7 (SPKE-74552),,,,Bulk Balances - DS,35,0,35.60,1,60 KG JUTE BAG,35.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,C,C,PRE REJECT,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-1-5640-NGUNDEFARM/AB.0099B,,,49SM0019,NGUNDEFARM/AB.0099B,6,8,33.90,9,60 KG JUTE BAG,513.90,Kg,No,, ,,2025/2026-1/5640/CP-03078,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251006NQH
WH,WASHED ARABICA,C,C,PRE REJECT,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-1-5642-JACINTAFARM/AA1049,,,40KP0044,JACINTAFARM/AA1049,6,6,10.70,7,60 KG JUTE BAG,370.70,Kg,No,, ,,2025/2026-1/5642/CP-03079,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251006PBF
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-1-5648-MUKUYUNIFCS/XBE28F01,,,49LE0015,MUKUYUNIFCS/XBE28F01,6,2,55.30,3,60 KG JUTE BAG,175.30,Kg,No,, ,,2025/2026-1/5648/CP-03081,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W2510069HU
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-1-5649-MAMBAFARM/AA0153A,,,47KP0044,MAMBAFARM/AA0153A,6,6,34.70,7,60 KG JUTE BAG,394.70,Kg,No,, ,,2025/2026-1/5649/CP-03082,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W2510064GR
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-06-1,15-OCT-2025,2025/2026-1-5961-MUNANI/XBB64F01,,,51IM0024,MUNANI/XBB64F01,14,8,32.90,9,60 KG JUTE BAG,512.90,Kg,No,, ,,2025/2026-1/5961/CP-03107,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W251002R4Z
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-07-1,15-OCT-2025,2025/2026-1-5785-GAKUNDU/GAKUI/XBD04F04,,,50SM0071,GAKUNDU/GAKUI/XBD04F04,14,4,27.50,5,60 KG JUTE BAG,267.50,Kg,No,, ,,2025/2026-1/5785/CP-03096,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251006FMY
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2024 / 2025,5,KAHAWA BORA WAREHOUSE,B-07-1,24-OCT-2025,2025/2026-1-7008-MWANGI/35CE087,,,51ED0012,Mwangi/35CE087,5,11,11.20,12,60 KG JUTE BAG,671.20,Kg,No,, ,,2025/2026-1/7008/CP-03128,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251006GBH
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,C-04-1,23-OCT-2025,2025/2026-1-5661-P/BULK,,,49KP1014,P/BULK,6,15,3.60,16,60 KG JUTE BAG,903.60,Kg,No,, ,,2025/2026-1/5661/CP-03084,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251006NZ5
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-2-7021-GAKUI/XAB96F01,,,48KF0035,Gakui/XAB96F01,6,2,19.30,3,60 KG JUTE BAG,139.30,Kg,No,, ,,2025/2026-2/7021/CP-03151,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251013VDB
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-5807-PARCHMENTBULK,,,51MM1003,PARCHMENTBULK,6,2,19.30,3,60 KG JUTE BAG,139.30,Kg,No,, ,,2025/2026-2/5807/CP-03141,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W2510138J5
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-5968-NCHENGO/AC.0065,,,50KF0084,NCHENGO/AC.0065,6,3,6.40,4,60 KG JUTE BAG,186.40,Kg,No,, ,,2025/2026-2/5968/CP-03142,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",FAIRTRADE,,W251013UYJ
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-5969-IYEGOFCS/XAB13,,,51KF1008,IYEGOFCS/XAB13,6,3,24.40,4,60 KG JUTE BAG,204.40,Kg,No,, ,,2025/2026-2/5969/CP-03143,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",RAINFOREST ALLIANCE,,W251011KSD
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-5970-MUTHEKAFCS/XAC56,,,52KF1007,MUTHEKAFCS/XAC56,6,3,43.40,4,60 KG JUTE BAG,223.40,Kg,No,, ,,2025/2026-2/5970/CP-03144,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",FAIRTRADE,,W251011YYB
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-5972-CHANIAESTATE/AB.0021,,,52KF3003,CHANIAESTATE/AB.0021,6,7,50.80,8,60 KG JUTE BAG,470.80,Kg,No,, ,,2025/2026-2/5972/CP-03145,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W251013LNM
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-5977-P/BULK,,,52IM1010,P/BULK,6,3,16.40,4,60 KG JUTE BAG,196.40,Kg,No,, ,,2025/2026-2/5977/CP-03146,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W2510117H7
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-6420-NGURUERI/XBD006F02,,,49EC0019,NGURUERI/XBD006F02,6,5,14.60,6,60 KG JUTE BAG,314.60,Kg,No,, ,,2025/2026-2/6420/CP-03148,KCCE,"Kenbelt Industrial Park Off Mombasa Road P.O BOX 54980, NAIROBI, NAIROBI, KENYA",,,W251007DS9
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-7031-C/BULK,,,52MB2003,C/Bulk,6,9,4,10,60 KG JUTE BAG,544,Kg,No,, ,,2025/2026-2/7031/CP-03152,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251013MED
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,A-08-1,29-OCT-2025,2025/2026-3-5631-KAMUKUNJIFARM/026CB515,,,38KP0003,KAMUKUNJIFARM/026CB515,0,6,52.70,7,60 KG JUTE BAG,412.70,Kg,No,, ,,2025/2026-3/5631/CP-03160,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251021ZNV
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,A-08-1,29-OCT-2025,2025/2026-3-5929-KABAREFCS/XAD02,,,01IM1002,KABAREFCS/XAD02,0,5,23.60,6,60 KG JUTE BAG,323.60,Kg,No,, ,,2025/2026-3/5929/CP-03163,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W251016AMU
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,C-03-1,23-OCT-2025,2025/2026-2-7017-C/BULK,,,01KF2016,C/Bulk,6,10,16.10,11,60 KG JUTE BAG,616.10,Kg,No,, ,,2025/2026-2/7017/CP-03150,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W2510137H2
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,C-04-1,23-OCT-2025,2025/2026-2-6419-P/BULK,,,51EC1000,P/BULK,6,21,0.10,21,60 KG JUTE BAG,1260.10,Kg,No,, ,,2025/2026-2/6419/CP-03147,KCCE,"Kenbelt Industrial Park Off Mombasa Road P.O BOX 54980, NAIROBI, NAIROBI, KENYA",,,W251007HF7
WH,WASHED ARABICA,C,C,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-6415-KEVOTE/XBD007F01,,,48EC0020,KEVOTE/XBD007F01,0,11,37.20,12,60 KG JUTE BAG,697.20,Kg,No,, ,,2025/2026-3/6415/CP-03167,KCCE,"Kenbelt Industrial Park Off Mombasa Road P.O BOX 54980, NAIROBI, NAIROBI, KENYA",,,W2510146FM
WH,WASHED ARABICA,CHIPPINGS,CHIPPINGS,IN REJECT,Scrap,2024 / 2025,49,KAHAWA BORA WAREHOUSE,H-11-1,10-SEP-2025,PC-00070-CHIPPINGS,,,PC-00070,,49,0,37.10,1,60 KG JUTE BAG,37.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,CHIPPINGS,CHIPPINGS,IN REJECT,Scrap,2024 / 2025,48,KAHAWA BORA WAREHOUSE,H-12-1,11-SEP-2025,PC-00071-CHIPPINGS,,,PC-00071,,48,0,35.10,1,60 KG JUTE BAG,35.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,CHIPPINGS,CHIPPINGS,IN GRINDER LIGHT,Scrap,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00687-CHIPPINGS,,,BULK-00389,,23,0,23.10,1,60 KG JUTE BAG,23.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,CHIPPINGS,CHIPPINGS,IN GRINDER LIGHT,Scrap,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-03-1,06-OCT-2025,CS-00690-CHIPPINGS,,,45SM0044,,23,0,22.10,1,60 KG JUTE BAG,22.10,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,CHIPPINGS,CHIPPINGS,IN GRINDER LIGHT,Scrap,2024 / 2025,30,KAHAWA BORA WAREHOUSE,M-05-1,29-SEP-2025,CS-00683-CHIPPINGS,,,GS-00056,,30,0,23.10,1,60 KG JUTE BAG,23.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,,Scrap,2024 / 2025,92,KAHAWA BORA WAREHOUSE,G-12-1,29-JUL-2025,BA-00781,,,,,92,1,39,2,60 KG JUTE BAG,99,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,,Scrap,2024 / 2025,30,KAHAWA BORA WAREHOUSE,G-12-1,29-SEP-2025,BA-00975,,,,,30,4,47.80,8,60 KG JUTE BAG,287.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,,Scrap,2024 / 2025,86,KAHAWA BORA WAREHOUSE,G-12-2,04-AUG-2025,BA-00809,,,,,86,9,41,16,60 KG JUTE BAG,581,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,69,KAHAWA BORA WAREHOUSE,G-12-2,21-AUG-2025,FBULK-00036-DUST,,,FBULK-00036,,69,1,8.20,2,60 KG JUTE BAG,68.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,43,KAHAWA BORA WAREHOUSE,H-11-1,16-SEP-2025,BULK-00390-DUST,,,BULK-00390,,43,0,19.10,1,60 KG JUTE BAG,19.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,,Scrap,2024 / 2025,155,KAHAWA BORA WAREHOUSE,H-12-1,27-MAY-2025,BA-00621,,,,,155,62,59,102,60 KG JUTE BAG,3779,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,,Scrap,2024 / 2025,138,KAHAWA BORA WAREHOUSE,H-12-1,13-JUN-2025,BA-00678,,,,,138,15,3.50,21,60 KG JUTE BAG,903.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,,Scrap,2024 / 2025,92,KAHAWA BORA WAREHOUSE,H-12-1,29-JUL-2025,BA-00714,,,,,92,3,12,6,60 KG JUTE BAG,192,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,43,KAHAWA BORA WAREHOUSE,H-12-1,16-SEP-2025,BULK-00391-DUST,,,BULK-00391,,43,0,19.10,1,60 KG JUTE BAG,19.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,43,KAHAWA BORA WAREHOUSE,H-12-1,16-SEP-2025,BULK-00392-DUST,,,BULK-00392,,43,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,30,KAHAWA BORA WAREHOUSE,H-12-1,29-SEP-2025,BULK-00416-DUST,,,BULK-00416,,30,0,9.10,1,60 KG JUTE BAG,9.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,27,KAHAWA BORA WAREHOUSE,H-12-1,02-OCT-2025,BULK-00419-DUST,,,BULK-00419,,27,0,20,1,60 KG JUTE BAG,20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,28,KAHAWA BORA WAREHOUSE,H-12-1,01-OCT-2025,BULK-00421-DUST,,,BULK-00421,,28,0,8.10,1,60 KG JUTE BAG,8.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,28,KAHAWA BORA WAREHOUSE,H-12-1,01-OCT-2025,BULK-00422-DUST,,,BULK-00422,,28,0,10.10,1,60 KG JUTE BAG,10.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,27,KAHAWA BORA WAREHOUSE,H-12-1,02-OCT-2025,BULK-00423-DUST,,,BULK-00423,,27,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,27,KAHAWA BORA WAREHOUSE,H-12-1,02-OCT-2025,BULK-00426-DUST,,,BULK-00426,,27,0,22.10,1,60 KG JUTE BAG,22.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,27,KAHAWA BORA WAREHOUSE,H-12-1,02-OCT-2025,BULK-00427-DUST,,,BULK-00427,,27,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,26,KAHAWA BORA WAREHOUSE,H-12-1,03-OCT-2025,BULK-00428-DUST,,,BULK-00428,,26,0,10.10,1,60 KG JUTE BAG,10.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,25,KAHAWA BORA WAREHOUSE,H-12-1,04-OCT-2025,BULK-00429-DUST,,,BULK-00429,,25,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,4,KAHAWA BORA WAREHOUSE,H-12-1,25-OCT-2025,BULK-00431-DUST,,,BULK-00431,,4,0,21.10,1,60 KG JUTE BAG,21.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,25,KAHAWA BORA WAREHOUSE,H-12-1,04-OCT-2025,BULK-00434-DUST,,,BULK-00434,,25,0,11.10,1,60 KG JUTE BAG,11.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,23,KAHAWA BORA WAREHOUSE,H-12-1,06-OCT-2025,BULK-00435-DUST,,,BULK-00435,,23,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,20,KAHAWA BORA WAREHOUSE,H-12-1,09-OCT-2025,BULK-00436-DUST,,,BULK-00436,,20,0,9.10,1,60 KG JUTE BAG,9.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,25,KAHAWA BORA WAREHOUSE,H-12-1,04-OCT-2025,BULK-00437-DUST,,,BULK-00437,,25,0,19.10,1,60 KG JUTE BAG,19.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,23,KAHAWA BORA WAREHOUSE,H-12-1,06-OCT-2025,BULK-00439-DUST,,,BULK-00439,,23,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,20,KAHAWA BORA WAREHOUSE,H-12-1,09-OCT-2025,BULK-00441-DUST,,,BULK-00441,,20,0,24.10,1,60 KG JUTE BAG,24.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,20,KAHAWA BORA WAREHOUSE,H-12-1,09-OCT-2025,BULK-00443-DUST,,,BULK-00443,,20,0,13.10,1,60 KG JUTE BAG,13.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,16,KAHAWA BORA WAREHOUSE,H-12-1,13-OCT-2025,BULK-00455-DUST,,,BULK-00455,,16,0,11.10,1,60 KG JUTE BAG,11.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,13,KAHAWA BORA WAREHOUSE,H-12-1,16-OCT-2025,BULK-00457-DUST,,,BULK-00457,,13,0,19.10,1,60 KG JUTE BAG,19.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,11,KAHAWA BORA WAREHOUSE,H-12-1,18-OCT-2025,BULK-00458-DUST,,,BULK-00458,,11,0,20.10,1,60 KG JUTE BAG,20.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,8,KAHAWA BORA WAREHOUSE,H-12-1,21-OCT-2025,BULK-00459-DUST,,,BULK-00459,,8,0,10.10,1,60 KG JUTE BAG,10.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,11,KAHAWA BORA WAREHOUSE,H-12-1,18-OCT-2025,BULK-00460-DUST,,,BULK-00460,,11,0,15.10,1,60 KG JUTE BAG,15.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,11,KAHAWA BORA WAREHOUSE,H-12-1,18-OCT-2025,BULK-00461-DUST,,,BULK-00461,,11,0,8.10,1,60 KG JUTE BAG,8.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,14,KAHAWA BORA WAREHOUSE,H-12-1,15-OCT-2025,BULK-00464-DUST,,,BULK-00464,,14,0,13.10,1,60 KG JUTE BAG,13.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,7,KAHAWA BORA WAREHOUSE,H-12-1,22-OCT-2025,BULK-00470-DUST,,,BULK-00470,,7,1,10.10,1,60 KG JUTE BAG,70.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,DUST,DUST,DUST,Scrap,2024 / 2025,2,KAHAWA BORA WAREHOUSE,H-12-1,27-OCT-2025,BULK-00476-DUST,,,BULK-00476,,2,0,25.10,1,60 KG JUTE BAG,25.10,Kg,No,, ,,,,,,,
