Type,Item Group Name,Item Name,Item Code,Position Strategy Allocation,Item Phase,Inventory Type,Stock In,Warehouse,Zone,Intake Date,Batch No.,Instrction/Process No,Process Name,Outturn No,Grower Marks,Stock In Day(s),Bags,Pockets,Units,Packing Type,Qty.,UOM,Blocked,LB No.,Block Against Collateral/STI,SO No.,PO No.,Supplier,Supplier Address,Certification,Outturn / Factor	,Warrant No
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,58,KAHAWA BORA WAREHOUSE,R-05-1,01-SEP-2025,HP-00048-AA,,,HP-00048,,58,16,3.70,16,60 KG JUTE BAG,963.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,58,KAHAWA BORA WAREHOUSE,R-05-1,01-SEP-2025,HP-00073.002-AA,,,HP-00073.002,,58,65,25.10,66,60 KG JUTE BAG,3925.10,Kg,No,, ,,,,,"RAINFOREST ALLIANCE, FAIRTRADE",,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,57,KAHAWA BORA WAREHOUSE,R-06-1,02-SEP-2025,HP-00028.001-AA,,,,,57,17,40.70,18,60 KG JUTE BAG,1060.70,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,54,KAHAWA BORA WAREHOUSE,R-06-1,05-SEP-2025,HP-00028.004-AA,,,,,54,12,25.20,13,60 KG JUTE BAG,745.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST FAQ PLUS,Intermediate,2024 / 2025,57,KAHAWA BORA WAREHOUSE,R-06-1,02-SEP-2025,HP-00077.001-AA,,,HP-00077.001,,57,21,40.70,22,60 KG JUTE BAG,1300.70,Kg,No,, ,,,,,FAIRTRADE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,57,KAHAWA BORA WAREHOUSE,R-07-1,02-SEP-2025,HP-00060-AA,,,HP-00060,,57,25,34.10,26,60 KG JUTE BAG,1534.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP TOP,Intermediate,2024 / 2025,57,KAHAWA BORA WAREHOUSE,R-07-1,02-SEP-2025,HP-00073.007-AA,,,HP-00073.007,,57,10,7.10,11,60 KG JUTE BAG,607.10,Kg,No,, ,,,,,FAIRTRADE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,49,KAHAWA BORA WAREHOUSE,R-09-1,10-SEP-2025,HP-00011-AA,,,,,49,30,45.50,31,60 KG JUTE BAG,1845.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,49,KAHAWA BORA WAREHOUSE,R-09-1,10-SEP-2025,HP-00030-AA,,,,,49,95,48.10,96,60 KG JUTE BAG,5748.10,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,49,KAHAWA BORA WAREHOUSE,R-09-1,10-SEP-2025,HP-00038-AA,,,,,49,35,14,36,60 KG JUTE BAG,2114,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,49,KAHAWA BORA WAREHOUSE,R-09-1,10-SEP-2025,HP-00069.002-AA,,,HP-00069.002,,49,24,12,25,60 KG JUTE BAG,1452,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,49,KAHAWA BORA WAREHOUSE,R-09-1,10-SEP-2025,HP-00073.008-AA,,,HP-00073.008,,49,57,36.30,58,60 KG JUTE BAG,3456.30,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,49,KAHAWA BORA WAREHOUSE,R-09-1,10-SEP-2025,HP-00073.013-AA,,,HP-00073.013,,49,28,55.40,29,60 KG JUTE BAG,1735.40,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,49,KAHAWA BORA WAREHOUSE,R-09-1,10-SEP-2025,HP-00077.002-AA,,,HP-00077.002,,49,19,19.50,20,60 KG JUTE BAG,1159.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-10-1,09-SEP-2025,CS-00441-AA,,,BULK-00243,,50,89,56,90,60 KG JUTE BAG,5396,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-10-1,09-SEP-2025,CS-00509-AA,,,15SM0031,,50,67,46.80,68,60 KG JUTE BAG,4066.80,Kg,No,, ,,,,,FAIRTRADE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-10-1,09-SEP-2025,CS-00533-AA,,,BULK-00287,,50,138,41.90,139,60 KG JUTE BAG,8321.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-11-1,09-SEP-2025,CS-00588-AA,,,38GS0084,,50,45,52.10,46,60 KG JUTE BAG,2752.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-11-1,09-SEP-2025,CS-00621-AA,,,34MU0002,,50,40,36.60,41,60 KG JUTE BAG,2436.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-11-1,09-SEP-2025,CS-00622-AA,,,37MU0005,,50,31,12.60,31,60 KG JUTE BAG,1872.60,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AA,AA,POST 17 UP PLUS,Intermediate,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-11-1,09-SEP-2025,CS-00625-AA,,,BULK-00334,,50,97,16.20,97,60 KG JUTE BAG,5836.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-2-5755-P/BULK,,,52KP1018,P/BULK,6,6,36.70,7,60 KG JUTE BAG,396.70,Kg,No,, ,,2025/2026-2/5755/CP-03139,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W2510133WM
WH,WASHED ARABICA,AA,AA,PRE AA - PLUS,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-2-7061-NGERE/AB.650,,,39KF0037,Ngere/AB.650,6,2,24.30,3,60 KG JUTE BAG,144.30,Kg,No,, ,,2025/2026-2/7061/CP-03154,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251013NUS
WH,WASHED ARABICA,AA,AA,PRE AA - FAQ,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-3543-SENGAFARM/BF.0083,,,52LE0022,SENGAFARM/BF.0083,6,3,9.40,4,60 KG JUTE BAG,189.40,Kg,No,, ,,2025/2026-2/3543/CP-03134,UNITED EASTERN KENYA COFFEE MARKETING AGENCY,"P.O. Box 83-90100,Machakos, MACHAKOS, DEFAULT STATE, KENYA",,,W251013AFR
WH,WASHED ARABICA,AA,AA,PRE AA - FAQ,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-5773-P/BULK,,,52SM1002,P/BULK,6,4,7.50,5,60 KG JUTE BAG,247.50,Kg,No,, ,,2025/2026-2/5773/CP-03140,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251013ANU
WH,WASHED ARABICA,AA,AA,PRE AA - TOP,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-7064-NYANSANGIO/XEA14F04,,,49HM0012,Nyansangio/XEA14F04,6,4,53.50,5,60 KG JUTE BAG,293.50,Kg,No,, ,,2025/2026-2/7064/CP-03155,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251013TEF
WH,WASHED ARABICA,AA,AA,PRE AA - FAQ,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,A-08-1,29-OCT-2025,2025/2026-3-5745-MAKAGIKAFARM/AB066,,,45KP0071,MAKAGIKAFARM/AB066,0,3,51.40,4,60 KG JUTE BAG,231.40,Kg,No,, ,,2025/2026-3/5745/CP-03161,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251021ZQV
WH,WASHED ARABICA,AA,AA,PRE AA - TOP,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,C-02-1,23-OCT-2025,2025/2026-2-7065-RIASAKAMI/EB.0095,,,50HM0001,Riasakami/EB.0095,6,11,55.20,12,60 KG JUTE BAG,715.20,Kg,No,, ,,2025/2026-2/7065/CP-03156,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251013ABN
WH,WASHED ARABICA,AA,AA,PRE AA - TOP,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-3721-MURARANDIA/AB46F02,,,52FH0010,MURARANDIA/AB46F02,0,18,27.90,19,60 KG JUTE BAG,1107.90,Kg,No,, ,,2025/2026-3/3721/CP-03157,MURAN’GA COUNTY COFFEE DEALERS COMPANY LIMITED,"P.O. Box 14-10200,Muran’ga, MURANGA, DEFAULT STATE, KENYA",,,W251021ZT9
WH,WASHED ARABICA,AA,AA,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-5986-IMARACOFFEE/CK0004,,,40MM0012,IMARACOFFEE/CK0004,0,10,34.10,11,60 KG JUTE BAG,634.10,Kg,No,, ,,2025/2026-3/5986/CP-03165,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W251021NHE
WH,WASHED ARABICA,AB,AB,PRE AB - FAQ,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,A-06-1,15-OCT-2025,2025/2026-1-3716-ZEBKA/AB.158,,,49FH0022,ZEBKA/AB.158,14,9,9,10,60 KG JUTE BAG,549,Kg,No,, ,,2025/2026-1/3716/CP-03065,MURAN’GA COUNTY COFFEE DEALERS COMPANY LIMITED,"P.O. Box 14-10200,Muran’ga, MURANGA, DEFAULT STATE, KENYA",,,W251006XCR
WH,WASHED ARABICA,AB,AB,PRE AB - PLUS,Intermediate,2024 / 2025,57,KAHAWA BORA WAREHOUSE,A-09-1,02-SEP-2025,2024/2025-37-3527-44LE0015/MISAKWANIFCS/XBE34F01,,,44LE0015,44LE0015/MISAKWANIFCS/XBE34F01,57,7,20.80,8,60 KG JUTE BAG,440.80,Kg,Yes,COL-00141#95,COL-00141,,2024/2025-37/3527/CP-02067,UNITED EASTERN KENYA COFFEE MARKETING AGENCY,"P.O. Box 83-90100,Machakos, MACHAKOS, DEFAULT STATE, KENYA",,,W250825M8T
WH,WASHED ARABICA,AB,AB,PRE AB - PLUS,Intermediate,2024 / 2025,56,KAHAWA BORA WAREHOUSE,A-10-1,03-SEP-2025,2024/2025-37-3340-45KK0018/SYLVANUSSANGESTATE,,,45KK0018,45KK0018/SYLVANUSSANGESTATE,56,6,33.70,7,60 KG JUTE BAG,393.70,Kg,No,, ,,2024/2025-37/3340/CP-02061,KIPKELION BROKERAGE COMPANY LIMITED,"P.O. Box 8-20209, Tennan, KERICHO, DEFAULT STATE, KENYA",,,W250820KYC
WH,WASHED ARABICA,AB,AB,FINISHED AB - FAQ,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-04-1,23-OCT-2025,BLOW-00079-AB,,,BLOW-00079,,6,1,0,1,LINER BAG,21600,Kg,Yes,LB-S00287, ,SSKE-102440,,,,,,
WH,WASHED ARABICA,AB,AB,FINISHED AB - FAQ,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-04-1,23-OCT-2025,BLOW-00080-AB,,,BLOW-00080,,6,1,0,1,LINER BAG,21600,Kg,Yes,LB-S00288, ,SSKE-102581,,,,,,
WH,WASHED ARABICA,AB,AB,FINISHED AB - FAQ,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-04-1,23-OCT-2025,BLOW-00081-AB,,,BLOW-00081,,6,1,0,1,LINER BAG,21600,Kg,Yes,LB-S00288, ,SSKE-102581,,,,,,
WH,WASHED ARABICA,AB,AB,FINISHED AB - FAQ,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-04-1,23-OCT-2025,BLOW-00082-AB,,,BLOW-00082,,6,1,0,1,LINER BAG,21600,Kg,Yes,LB-S00289, ,SSKE-102582,,,,,,
WH,WASHED ARABICA,AB,AB,FINISHED AB - FAQ,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,H-04-1,23-OCT-2025,BLOW-00083-AB,,,BLOW-00083,,6,1,0,1,LINER BAG,21600,Kg,Yes,LB-S00289, ,SSKE-102582,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,7,KAHAWA BORA WAREHOUSE,L-07-1,22-OCT-2025,FBULK-00059-AB,,,FBULK-00059,,7,177,16.80,178,60 KG JUTE BAG,10636.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-05-1,15-SEP-2025,CS-00487-AB,,,BULK-00253,,44,8,5.20,8,60 KG JUTE BAG,485.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST FAQ PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00036.005-AB,,,,,35,1,32.15,2,60 KG JUTE BAG,92.15,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 PLUS,Intermediate,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-05-1,24-SEP-2025,HP-00070.002-AB,,,HP-00070.002,,35,2,47.30,3,60 KG JUTE BAG,167.30,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-06-1,15-SEP-2025,BULK-00371-AB,,,BULK-00371,,44,0,26.10,1,60 KG JUTE BAG,26.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 TOP,Intermediate,2024 / 2025,42,KAHAWA BORA WAREHOUSE,M-06-1,17-SEP-2025,CS-00661-AB,,,RG-00138,,42,5,33.30,6,60 KG JUTE BAG,333.30,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,AB,AB,POST 14 PLUS,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-07-1,15-SEP-2025,CS-00566-AB.1,,,FBULK-00033,,44,0,9,1,60 KG JUTE BAG,9,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,8,KAHAWA BORA WAREHOUSE,M-10-1,21-OCT-2025,CS-00760-AB,,,RG-00207,,8,76,30.70,77,60 KG JUTE BAG,4590.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,13,KAHAWA BORA WAREHOUSE,O-04-1,16-OCT-2025,CS-00743-AB,,,RG-00176,,13,73,11.40,74,60 KG JUTE BAG,4391.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,13,KAHAWA BORA WAREHOUSE,O-04-1,16-OCT-2025,CS-00744-AB,,,RG-00177,,13,73,5.40,74,60 KG JUTE BAG,4385.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST GRINDER BOLD,Intermediate,2024 / 2025,42,KAHAWA BORA WAREHOUSE,O-05-1,17-SEP-2025,CS-00660-AB,,,45IM0003,,42,12,59,13,60 KG JUTE BAG,779,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,20,KAHAWA BORA WAREHOUSE,O-05-1,09-OCT-2025,CS-00727-AB,,,RG-00202,,20,45,23.60,46,60 KG JUTE BAG,2723.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,20,KAHAWA BORA WAREHOUSE,O-06-1,09-OCT-2025,CS-00748-AB,,,RG-00182,,20,42,0.70,42,60 KG JUTE BAG,2520.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,33,KAHAWA BORA WAREHOUSE,O-08-1,26-SEP-2025,CS-00704-AB,,,RG-00164,,33,5,59.60,6,60 KG JUTE BAG,359.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,37,KAHAWA BORA WAREHOUSE,O-09-1,22-SEP-2025,CS-00675-AB,,,RG-00165,,37,12,45,13,60 KG JUTE BAG,765,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 14 FAQ,Intermediate,2024 / 2025,44,KAHAWA BORA WAREHOUSE,O-09-1,15-SEP-2025,FBULK-00038-AB,,,FBULK-00038,,44,34,40.50,35,60 KG JUTE BAG,2080.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,11,KAHAWA BORA WAREHOUSE,P-03-1,18-OCT-2025,CS-00759-AB,,,RG-00206,,11,74,45.50,75,60 KG JUTE BAG,4485.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,2,KAHAWA BORA WAREHOUSE,P-04-1,27-OCT-2025,CS-00774-AB,,,RG-00227,,2,75,6.60,76,60 KG JUTE BAG,4506.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,14,KAHAWA BORA WAREHOUSE,P-05-1,15-OCT-2025,CS-00738-AB,,,RG-00166,,14,87,6.80,88,60 KG JUTE BAG,5226.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,13,KAHAWA BORA WAREHOUSE,R-03-1,16-OCT-2025,CS-00745-AB,,,RG-00178,,13,72,37.30,73,60 KG JUTE BAG,4357.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,13,KAHAWA BORA WAREHOUSE,R-03-1,16-OCT-2025,CS-00746-AB,,,RG-00180,,13,73,57.40,74,60 KG JUTE BAG,4437.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 16 FAQ,Intermediate,2024 / 2025,13,KAHAWA BORA WAREHOUSE,R-03-1,16-OCT-2025,CS-00747-AB,,,RG-00181,,13,30,10.20,31,60 KG JUTE BAG,1810.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,13,KAHAWA BORA WAREHOUSE,R-03-1,16-OCT-2025,CS-00757-AB,,,RG-00204,,13,81,5.20,82,60 KG JUTE BAG,4865.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,POST 15 FAQ,Intermediate,2024 / 2025,13,KAHAWA BORA WAREHOUSE,R-03-1,16-OCT-2025,CS-00758-AB,,,RG-00205,,13,30,6.10,31,60 KG JUTE BAG,1806.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,AB,AB,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-2-5688-AB/BULK,,,52MM2011,AB/BULK,6,7,0.70,7,60 KG JUTE BAG,420.70,Kg,No,, ,,2025/2026-2/5688/CP-03135,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251013YUK
WH,WASHED ARABICA,AB,AB,PRE AB - FAQ,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-06-1,23-OCT-2025,2025/2026-2-5722-C.NGANDORI/KIINIXBD03F03,,,51SM0010,C.NGANDORI/KIINIXBD03F03,6,9,34,10,60 KG JUTE BAG,574,Kg,No,, ,,2025/2026-2/5722/CP-03137,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",RAINFOREST ALLIANCE,,W251013QJT
WH,WASHED ARABICA,AB,AB,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,A-07-1,23-OCT-2025,2025/2026-2-7034-NYANSANGIO/XEA14F04,,,49HM0012,Nyansangio/XEA14F04,6,7,0.80,8,60 KG JUTE BAG,420.80,Kg,No,, ,,2025/2026-2/7034/CP-03153,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W2510135NH
WH,WASHED ARABICA,AB,AB,PRE GRINDER BOLD,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,B-04-1,23-OCT-2025,2025/2026-2-3528-SIRISIAFCS/XDA25,,,51LE0028,SIRISIAFCS/XDA25,6,14,17.50,15,60 KG JUTE BAG,857.50,Kg,No,, ,,2025/2026-2/3528/CP-03133,UNITED EASTERN KENYA COFFEE MARKETING AGENCY,"P.O. Box 83-90100,Machakos, MACHAKOS, DEFAULT STATE, KENYA",,,W251013N4S
WH,WASHED ARABICA,AB,AB,PRE AB - FAQ,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,C-02-1,23-OCT-2025,2025/2026-2-3525-SENGAFARM/BF.0083,,,52LE0022,SENGAFARM/BF.0083,6,24,7.50,25,60 KG JUTE BAG,1447.50,Kg,No,, ,,2025/2026-2/3525/CP-03132,UNITED EASTERN KENYA COFFEE MARKETING AGENCY,"P.O. Box 83-90100,Machakos, MACHAKOS, DEFAULT STATE, KENYA",,,W251013GBD
WH,WASHED ARABICA,AB,AB,PRE AB - FAQ,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,C-03-1,23-OCT-2025,2025/2026-2-6617-KIKAI/XDA023F01,,,48HC0005,KIKAI/XDA023F01,6,19,19,20,60 KG JUTE BAG,1159,Kg,No,, ,,2025/2026-2/6617/CP-03149,KIRINYAGA SLOPES COFFEE BROKERAGE COMPANY LTD,"Kirinyaga, KIRINYAGA, DEFAULT STATE, KENYA",RAINFOREST ALLIANCE,,W251013RGR
WH,WASHED ARABICA,AB,AB,PRE AB - FAQ,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,C-04-1,23-OCT-2025,2025/2026-2-5721-C.NGANDORI/MWIRIAXBD03F01,,,51SM0014,C.NGANDORI/MWIRIAXBD03F01,6,10,52.10,11,60 KG JUTE BAG,652.10,Kg,No,, ,,2025/2026-2/5721/CP-03136,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",RAINFOREST ALLIANCE,,W251013VBU
WH,WASHED ARABICA,AB,AB,PRE AB - FAQ,Intermediate,2025 / 2026,6,KAHAWA BORA WAREHOUSE,C-04-1,23-OCT-2025,2025/2026-2-5734-ZABKA/BULKAB.0158,,,51SM1005,ZABKA/BULKAB.0158,6,14,18.50,15,60 KG JUTE BAG,858.50,Kg,No,, ,,2025/2026-2/5734/CP-03138,NEW KENYA PLANTERS CO-OPERATIVE UNION,"Wakulima House, Haile Selassie Avenue
P.O Box 59638, NAIROBI, NAIROBI, KENYA",,,W251013WBL
WH,WASHED ARABICA,AB,AB,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-4312-KAPSACHOFCS/XDA48F01,,,52MG0012,KAPSACHOFCS/XDA48F01,0,20,43.10,21,60 KG JUTE BAG,1243.10,Kg,No,, ,,2025/2026-3/4312/CP-03158,MT. ELGON COFFEE MARKETING AGENCY,"P.O. Box 69-50202, Nairobi, NAIROBI, DEFAULT STATE, KENYA",,,W251016VTE
WH,WASHED ARABICA,AB,AB,PRE AB - FAQ,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-4315-NEWCHESIKAKIFCS/XDA02F01,,,01MG0018,NEWCHESIKAKIFCS/XDA02F01,0,25,47.60,26,60 KG JUTE BAG,1547.60,Kg,No,, ,,2025/2026-3/4315/CP-03159,MT. ELGON COFFEE MARKETING AGENCY,"P.O. Box 69-50202, Nairobi, NAIROBI, DEFAULT STATE, KENYA",,,W251016ZH4
WH,WASHED ARABICA,AB,AB,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-5952-RUGEJU/XBB64F03,,,01IM0042,RUGEJU/XBB64F03,0,12,52.30,13,60 KG JUTE BAG,772.30,Kg,No,, ,,2025/2026-3/5952/CP-03164,ALLIANCE BERRIES LIMITED,"P.O. Box 554-00232, Ruiru, RUIRU, DEFAULT STATE, KENYA",,,W251016UF9
WH,WASHED ARABICA,AB,AB,PRE GRINDER BOLD,Intermediate,2025 / 2026,0,KAHAWA BORA WAREHOUSE,C-05-1,29-OCT-2025,2025/2026-3-7034-OCHAMO/EB.0072,,,01HM0005,OCHAMO/EB.0072,0,16,45.70,17,60 KG JUTE BAG,1005.70,Kg,No,, ,,2025/2026-3/7034/CP-03169,MINNESOTA COFFEE MARKETERS LIMITED,"P.O BOX 103987, NAIROBI, DEFAULT STATE, KENYA",,,W251021NLK
WH,WASHED ARABICA,ABOVE SCREEN 13,ABOVE SCREEN 13,IN GRINDER BOLD,Finished Good,2024 / 2025,4,KAHAWA BORA WAREHOUSE,P-06-1,25-OCT-2025,RG-00260-ABOVE SCREEN 13,,,RG-00260,,4,151,43.20,152,60 KG JUTE BAG,9103.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 13,ABOVE SCREEN 13,POST GRINDER BOLD,Finished Good,2024 / 2025,13,KAHAWA BORA WAREHOUSE,R-04-1,16-OCT-2025,RG-00238-ABOVE SCREEN 13,,,RG-00238,,13,91,42.20,92,60 KG JUTE BAG,5502.20,Kg,No,, ,,,,,,,
